gene	logFC	AveExpr	t	P.Value	adj.P.Val	B	WT_1_log2CPM	WT_2_log2CPM	WT_3_log2CPM	KO_1_log2CPM	KO_2_log2CPM	KO_3_log2CPM
Ergic1	0.14542	7.182	5.0632	0.00060582	0.0056111	-1.503	7.1	7.1051	7.1231	7.2329	7.2724	7.2585
Pex19	0.1574	6.4321	5.0604	0.00060824	0.0056293	-1.4726	6.3235	6.3861	6.3505	6.5005	6.5245	6.5075
Daglb	0.21943	4.3801	5.0601	0.00060849	0.0056293	-1.2128	4.2908	4.2369	4.2893	4.4842	4.541	4.4385
Nek1	-0.26764	5.4956	-5.059	0.00060935	0.0056339	-1.3921	5.7473	5.5818	5.5488	5.3636	5.3299	5.4022
Setd1b	0.39016	5.5596	5.0584	0.00060991	0.0056358	-1.3983	5.4791	5.1778	5.4455	5.7036	5.8518	5.6996
Fpr2	-0.51656	1.4319	-5.0557	0.00061223	0.0056539	-0.41327	1.6631	1.7068	1.6804	1.1323	1.0615	1.347
Tsc2	0.14739	6.2215	5.0537	0.00061393	0.0056663	-1.4683	6.1374	6.1494	6.1573	6.2885	6.3054	6.291
Tmx1	-0.17209	7.0461	-5.05	0.00061708	0.0056921	-1.5186	7.1811	7.1201	7.0931	6.9291	6.9672	6.9857
Me2	-0.17341	7.0154	-5.0489	0.00061805	0.0056977	-1.5192	7.1543	7.1042	7.0457	6.9216	6.9292	6.9376
Ifi30	0.26953	3.9344	5.0472	0.00061948	0.0057075	-1.1326	3.7232	3.8069	3.8796	4.0149	4.0599	4.1217
Fam110c	-4.4311	-4.4969	-5.0432	0.00062294	0.0057361	-1.846	-2.39	-2.2309	-2.1987	-5.9085	-7.2828	-6.9704
D030028A08Rik	0.27052	4.5473	5.0426	0.00062347	0.0057376	-1.2713	4.5027	4.3422	4.3841	4.6336	4.751	4.6703
Gm14420	0.56343	2.2626	5.0399	0.00062582	0.0057515	-0.6735	2.2472	1.9017	1.7263	2.574	2.5517	2.5746
Sema6b	-0.22806	5.2245	-5.0398	0.00062592	0.0057515	-1.3867	5.3357	5.2646	5.4233	5.1067	5.0728	5.1437
2500004C02Rik	0.30168	2.7759	5.0396	0.00062608	0.0057515	-0.83274	2.6189	2.6773	2.5663	2.9339	2.9303	2.929
Gcsh	0.17779	5.2812	5.0388	0.00062678	0.0057547	-1.3954	5.2016	5.1791	5.194	5.3278	5.3819	5.4028
Rasd2	-0.50534	1.1996	-5.038	0.0006275	0.0057579	-0.37441	1.4144	1.4874	1.4696	1.0104	0.92179	0.89382
Snap47	0.39114	2.891	5.0356	0.00062958	0.0057725	-0.87054	2.6668	2.7433	2.6874	3.2234	2.9828	3.0423
Lage3	-0.3435	4.7751	-5.0354	0.00062981	0.0057725	-1.3231	4.7876	5.0482	5.0204	4.6265	4.6139	4.5537
Abcc3	-0.3872	2.0331	-5.0345	0.00063056	0.0057756	-0.62036	2.2538	2.1944	2.245	1.8751	1.8695	1.761
Myl12b	0.27204	8.7579	5.0342	0.00063089	0.0057756	-1.559	8.5279	8.7595	8.5782	8.8717	8.9173	8.8927
Cenpv	0.25542	4.0878	5.0275	0.00063674	0.0058258	-1.1978	3.8714	4.001	4.0246	4.2366	4.2046	4.1889
Aph1c	-0.28345	3.2726	-5.0252	0.00063885	0.0058417	-0.99635	3.4033	3.4597	3.3617	3.0717	3.1612	3.1781
Gm10907	0.69935	0.56872	5.0243	0.00063968	0.0058459	-0.22218	0.24222	0.21067	0.20335	0.84197	1.0966	0.81754
Narf	-0.23588	6.1544	-5.0207	0.0006429	0.0058719	-1.5127	6.2625	6.3364	6.2129	6.0601	5.9528	6.1019
Tmem188	0.18113	5.6512	5.0194	0.00064407	0.0058793	-1.4683	5.5769	5.6011	5.4974	5.7386	5.7536	5.7398
Prdm11	0.24899	3.9447	5.01	0.00065258	0.0059509	-1.1909	3.8584	3.7451	3.8612	4.0578	4.0375	4.1085
Cep170	0.26422	6.5197	5.0099	0.00065268	0.0059509	-1.5531	6.5152	6.31	6.3336	6.6246	6.6912	6.6438
Fos	-0.35844	3.0101	-5.0088	0.00065371	0.0059569	-0.94557	3.248	3.1152	3.2275	2.9318	2.8166	2.7214
Cpox	-0.20253	4.8886	-5.0068	0.00065552	0.00597	-1.3863	5.0398	4.9608	4.963	4.7952	4.7482	4.8245
Ogfod1	0.19027	5.3727	5.0049	0.00065724	0.0059821	-1.4578	5.3228	5.2629	5.2414	5.4305	5.5066	5.4723
Rgs2	-0.2267	5.7454	-5.004	0.00065806	0.0059862	-1.5015	5.824	5.9561	5.7897	5.6162	5.6396	5.6469
Prosc	0.19154	5.6197	4.9997	0.00066202	0.0060187	-1.4943	5.4798	5.5259	5.5716	5.6901	5.7625	5.6881
Dgke	-0.26964	4.4738	-4.9976	0.00066403	0.0060336	-1.3252	4.7188	4.5465	4.5478	4.3216	4.357	4.351
Panx1	-0.22775	4.7663	-4.9946	0.00066677	0.0060514	-1.3838	4.839	4.9366	4.8565	4.6102	4.632	4.7236
Mecr	0.26809	4.4613	4.9946	0.00066685	0.0060514	-1.3267	4.2175	4.3858	4.3898	4.5561	4.6245	4.5943
Anxa1	0.17628	8.3727	4.9942	0.00066714	0.0060514	-1.6187	8.2726	8.3423	8.2387	8.4402	8.4483	8.494
Cldn12	-0.35211	2.9751	-4.9905	0.00067065	0.0060743	-0.96316	3.2263	3.0644	3.1688	2.8718	2.713	2.8061
Gm15261	1.3617	-1.3424	4.9904	0.00067075	0.0060743	-0.026225	-1.7914	-2.2309	-2.0675	-0.67324	-0.62457	-0.66659
Gstm1	-0.24296	6.2725	-4.9903	0.00067083	0.0060743	-1.567	6.3073	6.4877	6.385	6.1119	6.1384	6.205
Mthfsd	0.21784	4.7453	4.9881	0.00067296	0.0060902	-1.3896	4.6045	4.6963	4.5994	4.8095	4.8635	4.8988
Exosc5	0.20802	6.0684	4.9867	0.00067422	0.0060981	-1.5564	5.9157	5.9263	6.0589	6.1749	6.1468	6.1881
Il4i1	-1.2524	0.087633	-4.9829	0.00067786	0.0061275	-0.15103	0.40548	0.79323	0.97118	-1.0177	-0.16384	-0.46257
Rrp12	0.19883	5.6612	4.9824	0.00067831	0.006128	-1.5248	5.5812	5.4968	5.6126	5.7374	5.7999	5.7394
Klhl6	-0.22804	6.3968	-4.981	0.00067967	0.0061364	-1.5895	6.5207	6.59	6.4154	6.242	6.3168	6.296
Arl6ip5	-0.16023	6.3079	-4.9806	0.00068001	0.0061364	-1.5842	6.3863	6.4126	6.363	6.1973	6.2582	6.2298
Cacna1f	0.74812	0.49916	4.9756	0.00068486	0.0061766	-0.27301	0.29445	-0.039506	0.095436	0.74975	0.98869	0.90615
Cd37	0.21502	5.9863	4.973	0.00068734	0.0061954	-1.57	5.8103	5.8701	5.9623	6.0893	6.0525	6.1331
Hmgn1	-0.17543	6.8838	-4.9711	0.00068922	0.0062089	-1.6307	6.93	7.0182	6.9656	6.7541	6.8198	6.8152
Gm3144	-0.68955	0.67024	-4.9678	0.00069236	0.0062336	-0.33184	1.1353	0.95622	0.89275	0.18606	0.35385	0.49724
Mycn	-0.70543	0.29007	-4.9645	0.00069565	0.0062597	-0.24183	0.6151	0.72452	0.58884	-0.042208	0.030105	-0.17595
Tnfrsf1b	-0.14231	6.8964	-4.963	0.00069705	0.0062687	-1.6434	6.9547	6.9835	6.9644	6.8099	6.8379	6.8284
Gapt	-0.25861	4.1374	-4.9619	0.0006982	0.0062755	-1.3079	4.1833	4.3422	4.2739	3.9777	4.0101	4.0374
B4galt4	-0.20697	4.3075	-4.9608	0.00069925	0.0062814	-1.347	4.4554	4.4063	4.3624	4.2187	4.1884	4.2139
Hist1h2bj	0.76415	0.47838	4.96	0.00070007	0.0062851	-0.29245	0.073126	-0.056681	0.35145	0.98636	0.71158	0.80442
Rras	-0.46797	3.0539	-4.959	0.00070101	0.00629	-1.0299	3.0981	3.3629	3.4244	2.7769	2.7354	2.926
Rnf220	0.1526	7.0704	4.9576	0.00070243	0.0062973	-1.658	6.9591	6.9987	7.0261	7.1426	7.1639	7.1323
Nab1	-0.22451	6.4839	-4.9574	0.00070263	0.0062973	-1.6306	6.701	6.5432	6.541	6.367	6.3871	6.364
Maged2	0.19046	4.5575	4.9556	0.00070441	0.0063097	-1.4046	4.4323	4.4721	4.4837	4.6284	4.6461	4.682
Cd99l2	-0.29407	2.8875	-4.9544	0.00070555	0.0063164	-0.99338	3.0534	3.0644	2.9731	2.7769	2.7016	2.7559
Mcmbp	0.15938	7.5291	4.9518	0.00070814	0.006336	-1.6775	7.4682	7.4551	7.4244	7.5913	7.6547	7.5808
Dnajc27	0.18364	4.807	4.9437	0.00071625	0.0064049	-1.4671	4.7218	4.6924	4.7359	4.8965	4.9306	4.8645
Ankrd28	-0.22867	8.3685	-4.9383	0.00072182	0.0064511	-1.7032	8.5963	8.4265	8.4255	8.2382	8.2699	8.2544
Ifnar2	-0.14663	6.7938	-4.9365	0.00072366	0.0064639	-1.679	6.839	6.8861	6.8764	6.7063	6.7308	6.7239
Kcnd3	-0.28737	5.2302	-4.9343	0.00072588	0.00648	-1.5457	5.4945	5.265	5.3577	5.0426	5.1269	5.0947
Apoc1	-0.91155	0.51727	-4.9305	0.00072972	0.0065107	-0.33791	0.74276	1.2635	0.89275	0.099038	-0.063609	0.16918
1110018G07Rik	0.17751	7.1995	4.9265	0.00073389	0.006541	-1.7088	7.1694	7.1134	7.047	7.2753	7.3037	7.2881
Prox1	-4.5692	-4.0146	-4.9264	0.00073396	0.006541	-1.7524	-1.738	-1.4631	-1.9472	-4.6861	-7.2828	-6.9704
Smyd3	0.20969	4.6747	4.9218	0.0007388	0.0065805	-1.477	4.5986	4.6023	4.4957	4.7566	4.8215	4.7732
Zcchc24	-2.1324	-1.3582	-4.9199	0.0007408	0.0065946	-0.14923	-0.20645	-0.30083	-0.14812	-1.3437	-2.6389	-3.5109
2610029I01Rik	-0.93632	0.26575	-4.9193	0.00074142	0.0065963	-0.29289	0.65559	0.98168	0.56881	-0.058791	-0.02539	-0.52742
Serp1	-0.17215	8.5573	-4.9183	0.00074245	0.0066018	-1.7334	8.6823	8.6667	8.5812	8.473	8.4475	8.4933
Pla2g4b	-0.27758	3.4892	-4.9174	0.00074341	0.0066067	-1.2159	3.5648	3.6317	3.7093	3.3976	3.2994	3.3323
Atg9b	-0.24045	4.5255	-4.9156	0.00074533	0.00662	-1.4587	4.5645	4.6514	4.7393	4.4131	4.4094	4.3756
Muc13	0.14813	9.0886	4.9141	0.00074687	0.0066299	-1.7396	9.019	9.0297	8.995	9.1396	9.1977	9.1508
Tmed7	-0.18676	7.68	-4.9136	0.0007474	0.0066309	-1.7375	7.8405	7.7709	7.7081	7.5887	7.5611	7.611
4632427E13Rik	0.67555	1.3657	4.9078	0.00075356	0.0066818	-0.60626	1.2255	0.75437	1.1436	1.771	1.7424	1.5571
Tnpo1	0.28398	8.753	4.9068	0.00075459	0.0066844	-1.7507	8.7578	8.508	8.5673	8.8571	8.9294	8.8986
Ttc12	-2.3913	-2.8111	-4.9067	0.00075469	0.0066844	-0.65371	-1.497	-1.7125	-1.6369	-4.034	-3.8233	-4.163
Zfp7	0.25998	3.891	4.9047	0.00075686	0.0066998	-1.3361	3.7434	3.8034	3.7342	3.9949	4.109	3.9611
Tek	-4.5408	-3.766	-4.9013	0.00076051	0.0067283	-1.6525	-1.3696	-1.5577	-1.3816	-4.034	-7.2828	-6.9704
Serinc1	-0.19156	7.4662	-4.8994	0.00076259	0.006743	-1.756	7.6212	7.5827	7.4805	7.3893	7.3538	7.3696
Nol8	0.20152	6.3355	4.898	0.00076414	0.0067529	-1.7105	6.2937	6.2235	6.1827	6.391	6.4981	6.4237
Lonp1	-0.18874	7.0368	-4.8958	0.00076643	0.0067694	-1.7503	7.0517	7.1617	7.1822	6.951	6.9472	6.9268
Naa20	0.16574	5.6519	4.8938	0.00076867	0.0067853	-1.6577	5.5775	5.563	5.5641	5.6922	5.7477	5.7667
Gprasp1	0.24615	4.5268	4.8912	0.00077154	0.0068069	-1.4955	4.3932	4.4334	4.3869	4.7447	4.5818	4.6207
Slamf9	-1.2224	-0.91368	-4.8865	0.00077663	0.0068466	-0.15528	-0.48591	-0.091657	-0.36225	-1.5161	-1.7282	-1.2979
Abca3	0.18768	5.7953	4.8863	0.00077691	0.0068466	-1.6836	5.7423	5.6476	5.7176	5.9129	5.91	5.8416
Plcg2	-0.13957	8.5256	-4.8825	0.00078103	0.006879	-1.7876	8.6041	8.577	8.6051	8.4416	8.4779	8.448
1300018I17Rik	0.34995	4.0227	4.8815	0.00078217	0.0068852	-1.4014	3.8244	3.8081	3.9452	4.3295	4.172	4.0568
Stag3	-2.2892	-1.9485	-4.881	0.00078271	0.0068862	-0.31918	-0.55355	-0.54557	-1.4618	-2.9699	-2.8905	-3.2699
H2-DMa	-0.62421	2.3014	-4.8754	0.00078897	0.0069374	-0.93098	2.3921	2.8485	2.6111	2.0745	1.8896	1.9925
Ociad2	-5.0804	-1.9172	-4.8738	0.00079078	0.0069447	-0.81114	0.71429	0.71443	0.72182	-0.98562	-7.2828	-5.3854
Paqr7	0.16102	5.5788	4.8732	0.00079147	0.0069447	-1.681	5.466	5.5104	5.5204	5.6549	5.6433	5.6778
Stard3nl	-0.23968	4.4106	-4.8731	0.00079152	0.0069447	-1.5004	4.4789	4.6125	4.4984	4.2916	4.3342	4.2482
Rsbn1l	-0.18669	7.0424	-4.8729	0.00079184	0.0069447	-1.7854	7.2138	7.1101	7.0813	6.9448	6.9422	6.9625
9-Sep	0.15241	7.2991	4.8727	0.000792	0.0069447	-1.793	7.1991	7.2551	7.2144	7.3859	7.3969	7.343
Pecam1	0.16124	8.4843	4.8721	0.00079272	0.0069472	-1.8034	8.4172	8.4402	8.3537	8.5387	8.571	8.5852
Gstp1	-0.24161	5.8118	-4.867	0.00079848	0.0069938	-1.7149	5.8477	6.0418	5.906	5.6691	5.7125	5.6934
Vasp	0.15047	7.4675	4.8662	0.0007994	0.0069979	-1.8062	7.3603	7.3819	7.4355	7.5372	7.5381	7.5518
Ucp2	0.18321	8.6654	4.8649	0.00080082	0.0070065	-1.8143	8.5345	8.5403	8.6466	8.7233	8.7743	8.7734
A630055G03Rik	0.23669	4.0747	4.8624	0.00080367	0.0070276	-1.4436	3.9998	3.8922	3.974	4.1518	4.1843	4.2458
Ksr1	-0.26379	3.3053	-4.8582	0.00080855	0.0070663	-1.2563	3.4884	3.3933	3.4271	3.2027	3.1319	3.1882
AI480526	0.23605	5.9651	4.8575	0.00080929	0.0070672	-1.7429	5.7854	5.8163	5.9503	6.0725	6.1418	6.0245
Spint1	2.1512	-2.2762	4.8573	0.00080954	0.0070672	-0.43912	-3.8189	-3.1925	-2.8906	-1.1184	-1.093	-1.5441
Ddrgk1	-0.21478	5.3904	-4.8551	0.00081205	0.0070834	-1.6868	5.4921	5.4221	5.5879	5.2613	5.2873	5.292
D630045J12Rik	-0.36358	3.9599	-4.8549	0.00081229	0.0070834	-1.4273	4.236	4.0051	4.1911	3.7069	3.8928	3.7275
Pou2f2	-0.40866	3.2878	-4.8514	0.00081636	0.0071149	-1.2587	3.5175	3.3187	3.6792	3.0755	3.0715	3.0644
Cnih	-0.14335	6.5765	-4.8486	0.00081969	0.00714	-1.801	6.6313	6.6746	6.6382	6.4993	6.5138	6.5019
Trrap	0.24033	7.4756	4.8479	0.00082044	0.0071426	-1.8339	7.4109	7.2454	7.4115	7.5772	7.6554	7.553
Dram2	-0.18172	4.9575	-4.8472	0.00082127	0.0071459	-1.6384	5.0766	5.0647	4.9962	4.8813	4.8449	4.881
9130008F23Rik	-0.72362	0.75279	-4.8462	0.00082241	0.0071518	-0.53068	1.323	1.0793	0.86015	0.35833	0.38256	0.51345
Sik2	0.26503	4.7141	4.8453	0.00082346	0.0071571	-1.5994	4.6646	4.4878	4.5932	4.8049	4.9184	4.8155
Npepps	-0.15164	7.1567	-4.8444	0.00082458	0.0071628	-1.8324	7.2633	7.2123	7.2212	7.0496	7.1079	7.0857
4930523C07Rik	0.2466	3.9268	4.843	0.00082625	0.0071734	-1.4386	3.7918	3.8117	3.8194	4.1107	4.0676	3.9596
AI597468	-0.20001	4.9314	-4.8419	0.00082746	0.00718	-1.6422	5.0748	5.0562	4.9515	4.8209	4.8455	4.8398
Pcyt2	0.20182	6.6078	4.8382	0.00083182	0.0072138	-1.818	6.4319	6.5137	6.5806	6.7359	6.7185	6.6661
Lims1	-0.23009	7.7942	-4.8371	0.00083313	0.0072205	-1.8547	8.0226	7.8846	7.8199	7.6833	7.6788	7.676
Vangl2	-0.27978	3.5298	-4.8365	0.00083391	0.0072205	-1.3491	3.7339	3.5951	3.6769	3.4052	3.3273	3.4401
Fpr1	-0.82864	0.13006	-4.8364	0.00083396	0.0072205	-0.38605	0.54136	0.48443	0.6281	-0.1271	-0.59628	-0.15019
C78339	-0.23112	4.6625	-4.8349	0.00083584	0.0072289	-1.6071	4.8368	4.8114	4.6681	4.5493	4.5497	4.5596
Cd52	-0.34959	5.5532	-4.8349	0.00083584	0.0072289	-1.7363	5.5743	5.8999	5.7084	5.3511	5.4022	5.3836
Sc4mol	-0.15758	6.1717	-4.8335	0.00083745	0.0072384	-1.7971	6.2473	6.2806	6.2229	6.1122	6.1073	6.0601
Pwwp2b	0.25345	4.3113	4.8332	0.00083786	0.0072384	-1.5401	4.1313	4.1299	4.3181	4.4258	4.4464	4.416
Irg1	-0.97636	-0.65142	-4.8286	0.00084333	0.0072817	-0.261	-0.28093	-0.056681	-0.14812	-1.1184	-1.2167	-1.0877
Rph3al	0.55387	1.1376	4.8279	0.00084424	0.0072855	-0.66381	0.75213	0.9303	0.89275	1.3363	1.3647	1.5493
Ifitm1	-0.24623	10.277	-4.8239	0.00084896	0.0073183	-1.8723	10.276	10.499	10.424	10.135	10.171	10.156
Ptk7	-0.28628	4.8298	-4.8239	0.00084896	0.0073183	-1.6522	4.9927	4.8465	5.0959	4.6998	4.6424	4.7016
4933404O12Rik	-0.19616	4.4676	-4.8234	0.00084961	0.0073199	-1.5878	4.5356	4.5996	4.5619	4.3462	4.4094	4.3533
Heatr5a	0.23383	8.212	4.821	0.00085258	0.0073415	-1.8808	8.21	8.0075	8.0676	8.3055	8.3523	8.3289
Zbtb10	-0.33102	3.8271	-4.8204	0.00085332	0.0073438	-1.4487	4.134	3.9514	3.8673	3.6544	3.7123	3.6434
Foxo4	-0.18135	5.1579	-4.8162	0.00085839	0.0073835	-1.7155	5.2177	5.2646	5.2619	5.0235	5.0668	5.1128
Thra	0.25444	4.6925	4.8116	0.00086407	0.0074259	-1.6471	4.5757	4.5543	4.5732	4.9315	4.7496	4.7707
Ebag9	-0.17608	4.9977	-4.8114	0.00086427	0.0074259	-1.6991	5.1148	5.0878	5.0469	4.8857	4.9123	4.9384
Gm15537	0.72212	0.56602	4.8097	0.00086637	0.00744	-0.53308	0.042911	0.29432	0.2793	0.86852	0.78868	1.1224
Snx27	0.18391	6.6966	4.8074	0.00086927	0.0074608	-1.8699	6.6812	6.5782	6.5515	6.7847	6.8043	6.7798
Kif3c	-0.25799	3.5491	-4.8039	0.00087364	0.0074942	-1.4039	3.741	3.6504	3.6414	3.4644	3.4358	3.3617
Prkab2	-0.2722	2.9504	-4.8027	0.00087513	0.0075016	-1.2404	3.0871	3.0822	3.1007	2.8564	2.8166	2.7593
2610024G14Rik	0.17141	4.7489	4.8025	0.00087545	0.0075016	-1.6717	4.6849	4.6408	4.6634	4.8406	4.8221	4.8414
Sdr39u1	-0.20307	5.1374	-4.7985	0.00088044	0.0075403	-1.7395	5.1713	5.238	5.3177	5.0411	5.0219	5.0342
Nucb2	-1.1459	-0.62317	-4.7944	0.00088563	0.0075806	-0.31023	-0.06812	0.19624	-0.40124	-1.3437	-1.1743	-0.948
Dlgap4	0.23978	4.8528	4.7918	0.0008889	0.0076045	-1.7052	4.6509	4.751	4.8146	4.9977	5.0023	4.9004
Lrrc28	0.23321	3.4416	4.7895	0.00089178	0.007625	-1.3974	3.2953	3.3187	3.3733	3.568	3.5462	3.5483
Etv5	0.17244	5.294	4.7857	0.00089672	0.0076631	-1.7801	5.2219	5.2354	5.1617	5.3883	5.4057	5.3513
Clptm1l	-0.13933	7.699	-4.7851	0.00089754	0.0076659	-1.9334	7.7698	7.7879	7.7479	7.6123	7.6518	7.624
Pign	0.35969	6.3689	4.7843	0.00089845	0.0076696	-1.885	6.3867	6.0405	6.1345	6.5097	6.5821	6.5602
Fam189b	-0.32344	3.7142	-4.7836	0.00089935	0.0076731	-1.4763	3.8454	3.8456	3.9606	3.6671	3.422	3.5443
Pigl	0.19954	3.955	4.7793	0.00090499	0.0077171	-1.5428	3.841	3.8467	3.8857	4.0636	4.0532	4.0402
A430107O13Rik	-1.1794	-0.43751	-4.7788	0.00090558	0.007718	-0.35604	0.058098	0.34752	-0.051906	-1.084	-1.4001	-0.49463
Hprt	-0.15248	8.12	-4.7767	0.00090835	0.0077374	-1.9486	8.2279	8.1981	8.1626	8.0107	8.0482	8.0725
H2-T23	-0.19986	6.4575	-4.7758	0.00090954	0.0077434	-1.905	6.505	6.524	6.6478	6.3539	6.3272	6.387
Mif4gd	-0.19069	5.0154	-4.7754	0.0009101	0.0077439	-1.7569	5.0677	5.0927	5.1817	4.9067	4.9373	4.9065
Ino80e	0.20526	5.9711	4.773	0.00091323	0.0077663	-1.8726	5.8126	5.8486	5.9517	6.0369	6.1228	6.0543
Nrip1	0.20638	6.7123	4.7719	0.00091459	0.0077738	-1.9249	6.7087	6.553	6.563	6.8168	6.8209	6.8115
Tgfbr2	-0.15892	5.6097	-4.7702	0.00091683	0.0077886	-1.8421	5.7228	5.6532	5.6912	5.5277	5.5308	5.5322
Mif	-0.40204	6.624	-4.7678	0.00092008	0.007812	-1.9264	6.7397	6.7307	7.0111	6.4525	6.2666	6.5432
Dock5	0.21273	7.3258	4.7659	0.00092257	0.0078289	-1.9565	7.3183	7.1526	7.1863	7.4022	7.4657	7.4299
Tcf4	-0.18084	6.5129	-4.7652	0.00092342	0.0078319	-1.9246	6.6744	6.5637	6.5705	6.4429	6.4299	6.3958
Specc1	0.19074	5.4584	4.7628	0.00092667	0.0078553	-1.8355	5.4223	5.3251	5.3386	5.5295	5.6012	5.5337
Itgb3	0.30106	3.65	4.7614	0.00092847	0.0078664	-1.4932	3.6054	3.4461	3.4216	3.7336	3.8446	3.849
Nod2	-0.5206	1.3743	-4.7607	0.00092939	0.0078695	-0.83413	1.7545	1.5051	1.6521	1.1825	1.0615	1.0903
Acaa1a	-0.21785	5.1621	-4.7604	0.00092983	0.0078695	-1.8012	5.2181	5.2551	5.3533	5.11	5.0167	5.0194
Cul9	0.2742	4.4917	4.7593	0.00093132	0.0078718	-1.6894	4.3187	4.2631	4.5116	4.6336	4.6297	4.5933
Zfp449	0.57534	0.96235	4.7592	0.00093142	0.0078718	-0.71708	0.79808	0.55397	0.64734	1.1966	1.2131	1.365
Prickle4	-1.0551	-0.4475	-4.7591	0.0009316	0.0078718	-0.38301	-0.18841	0.2531	0.22911	-1.0177	-0.87339	-1.0877
Ubash3b	-0.1569	5.5859	-4.7547	0.00093753	0.0079176	-1.8633	5.6918	5.6572	5.6405	5.4855	5.5139	5.5267
Dhcr7	-0.16839	5.8117	-4.7518	0.00094139	0.007946	-1.891	5.8841	5.9104	5.895	5.7328	5.7737	5.6742
Maea	0.14971	6.9479	4.7478	0.00094684	0.0079877	-1.9727	6.8379	6.8757	6.9077	7.0395	7.0286	6.9982
Trim44	0.17284	7.4509	4.7469	0.00094802	0.0079934	-1.9881	7.4223	7.3292	7.3412	7.4926	7.5621	7.5583
2810488G03Rik	1.0374	-0.68037	4.744	0.00095199	0.0080226	-0.37097	-0.98017	-1.2506	-1.4618	-0.18054	-0.2275	0.018318
Stx8	-0.21137	4.6553	-4.7435	0.00095267	0.0080241	-1.7455	4.717	4.8366	4.7269	4.5629	4.5662	4.522
Fam46a	-0.19652	6.3291	-4.7417	0.00095525	0.0080415	-1.949	6.4967	6.4156	6.364	6.186	6.2399	6.2724
Cbr1	0.3792	2.8878	4.7381	0.0009602	0.0080789	-1.3191	2.5879	2.6351	2.9227	3.0564	3.0358	3.089
Gclc	0.16695	6.3703	4.737	0.00096165	0.0080868	-1.9586	6.3288	6.2449	6.2853	6.4166	6.4609	6.4851
Atpif1	0.19765	7.2641	4.7348	0.00096476	0.0081063	-2.0028	7.0977	7.157	7.2435	7.3556	7.324	7.4069
Spred3	-0.21894	4.3406	-4.7343	0.00096542	0.0081063	-1.6979	4.3864	4.451	4.5233	4.2178	4.2036	4.2615
Fam82a1	0.7213	0.80585	4.7342	0.00096553	0.0081063	-0.70958	0.45221	0.16695	0.79264	1.0419	1.197	1.1845
1110031I02Rik	-0.25987	3.1468	-4.7339	0.00096602	0.0081063	-1.4015	3.2347	3.3103	3.2931	3.0525	2.9875	3.0026
Fdps	-0.2592	7.623	-4.7291	0.00097265	0.0081576	-2.0184	7.6502	7.89	7.7171	7.4718	7.5158	7.493
Zfp322a	0.22907	5.7266	4.7287	0.00097331	0.0081588	-1.9173	5.706	5.5647	5.5571	5.782	5.8665	5.8835
Cxcr4	-0.21643	7.2897	-4.7275	0.00097492	0.0081663	-2.0149	7.33	7.5054	7.357	7.1572	7.1943	7.194
Usp10	0.18589	6.0889	4.7273	0.00097525	0.0081663	-1.9528	5.9839	5.9421	6.0683	6.1731	6.2154	6.1504
Trim13	-0.23921	4.1529	-4.726	0.00097702	0.0081769	-1.6701	4.2657	4.3365	4.196	3.9808	4.0554	4.0829
Snrnp200	0.15517	8.3931	4.7235	0.0009806	0.0082024	-2.0306	8.3525	8.2954	8.2987	8.4562	8.5136	8.4423
Sertad1	-0.30878	2.9289	-4.7229	0.00098139	0.0082048	-1.3552	3.0908	3.0077	3.1788	2.7862	2.806	2.7038
Fam129a	-0.18869	5.8425	-4.7223	0.00098229	0.0082079	-1.9393	6.0144	5.8982	5.8945	5.7496	5.7638	5.7346
Vash2	0.31663	2.532	4.7213	0.00098369	0.0082153	-1.2404	2.3277	2.3393	2.4777	2.6803	2.67	2.6967
Eid1	-0.14778	7.1001	-4.7208	0.00098435	0.0082164	-2.0199	7.1806	7.1997	7.1401	7.0139	7.0089	7.0575
E130317F20Rik	0.41653	1.621	4.7167	0.00099017	0.0082607	-0.97313	1.4778	1.4207	1.3218	1.8707	1.8336	1.8011
Myct1	0.19516	6.3451	4.7164	0.00099071	0.0082608	-1.9886	6.2514	6.2776	6.2084	6.3969	6.4091	6.5269
2010109I03Rik	-3.609	-2.9782	-4.7133	0.00099514	0.0082933	-1.0938	-1.0115	-0.72614	-1.9472	-4.6861	-4.1129	-5.3854
Ube2f	-0.15123	6.1417	-4.7119	0.0009971	0.0083043	-1.9811	6.2288	6.2206	6.2003	6.0278	6.0878	6.0851
Cad	0.20944	7.5048	4.7116	0.0009975	0.0083043	-2.0432	7.4323	7.2961	7.4738	7.607	7.6196	7.6003
Rrn3	0.1422	6.3924	4.7112	0.00099812	0.0083051	-1.9999	6.3504	6.2984	6.3145	6.4669	6.4653	6.4586
Gm6377	-1.7736	-1.4372	-4.7086	0.0010019	0.0083325	-0.4016	-0.11845	-0.81103	-0.75817	-2.284	-2.0733	-2.578
Ipcef1	0.24877	4.4459	4.7066	0.0010047	0.0083499	-1.7612	4.4191	4.3232	4.1993	4.5811	4.5756	4.577
Nhlrc1	-0.62825	0.5581	-4.7062	0.0010053	0.0083499	-0.68892	0.96045	0.84963	0.75766	0.20007	0.18483	0.39596
1500003O03Rik	-0.15128	6.9498	-4.706	0.0010056	0.0083499	-2.0374	7.0655	7.0093	6.9999	6.8457	6.8838	6.8945
